Instruction_id,category,selfdialog_norm
movie-tickets-2,7,hi book two movie tickets please sure movie would like watch id like watch movie wonder park ok ill look give details movie theater regal cinemas winter park village rpx orlando pm ok tickets movie theater show time provide alternatives yes movie availabe orlando premiere fashion square pm ok sounds great ok lets see would like two tickets tonight orlando premiere fashion square orlando pm correct yes confirm correct ok confirm fine book tickets yes fine thank booked tickets sending mobile device text message ok perfect text message sent anything else thats help needed ok questions please contact anytime ok thank goodbye wonderful day goodbye
pizza-ordering,3,pizzaordering
auto-repair-appt-1,5,hi id like make auto appointment intelligent auto solutions please sure help type car kia sportage alright done id like get mile checkup please day time thinking id like bring tomorrow sometime noon sure book one moment please name phone number name suzy q number thank appointment available tomorrow pm work yes would perfect okay one moment confirm thank appointment mile checkup tomorrow afternoon pm name suzy q phone number great total charge would like put card file yes thanks problem anything else help thanks much help youre welcome great day great day
auto-repair-appt-1,5,hello need appointment booked car car want taken house west rd would like taken intelligent auto solutions get name number jane doe make model year car honda civic reason appointment brakes make screeching sound think need replaced would like car towed auto repair shop take earliest time bring tomorrow availability tomorrow morning ok would like schedule auto repair tomorrow ok fee inspection intelligent auto solutions thats fine confirm honda civic looked brake repair tomorrow january fee yes name jane doe number live west rd right ok everything set appointment thank
movie-tickets-1,1,id like ticket see predator city seeing predator alma michigan okay would like general admission general admission many tickets predator would like okay tickets predator alma michigan correct far yes would like tickets predator ncg theaters alma yes okay using student discounts predator showing showing would like tickets okay got tickets predator ncg alma pm correct yes total would like pay theater pay okay want use card file ending yes okay card charged tickets please swipe card kiosk counter claim tickets help anything else thank using service goodbye
coffee-ordering,4,coffeeordering
uber-lyft,6,uberlyft
pizza-ordering,3,pizzaordering
restaurant-table,0,restauranttable
pizza-ordering,3,pizzaordering
auto-repair-appt-1,5,need schedule appointment intelligent auto solutions certainly nature appointment check engine light ok could get information yes makemodel car toyota camry year okay schedule appointment tomorrow ok would like done quicker would like schedule later say pm afternoon okay great name number david number thanks appointment scheduled awesome confirm check engine light toyota camry would like get checked pm afternoon thant correct thank using service
